accnumber_hash,avg_event_source_faultRef_HASH_count,max_clearance_time,avg_event_source_clearance_time_seconds
fc4499b4ff90a21db34a27e125f3c291c16c37d5a62c6e11333caf89c90d7cb3,1,80823,80823
5819fbd4f6b844c434aec8043447504f914efc64f822df114bc76706fc94b272,1,7269,7269
a50aa60d187def4313c8ef5f1436f6c87070e8c54bd38e7614ddc8f607c10e3c,1,79741,79741
4c19a993025d22a57457117cdfcc3e0a83939f7601cb23a772bafad7a4e66b5c,5,40934,164743
37c4d3c275b91dc2d7d58945d4ab8792d21c4693f741099aef557e815466e50b,1,5786,5786
1951f5d9c22a7966c8eacded5836f3d7e7cc6f2a87c2c7d97a7a7a0987a43501,1,64835,64835
cfbf5d117b681988f4cc5128753a5ee6b9f91e21a04ff91a6aab582d0c10c29c,1,53,53
72c9ded356efb40fa3978900abae47bcd4b1cbe9e01186b5cb3db68a7b5f337b,1,61330,61330
530606c868dda44e14b35742a419c94a0fc59570f61d623061fdaee723008505,2,76642,82467
020b3b8bcc9993e59e2f6292f455fed2aeb5b4a75f98951f7a61c2c974cd4ec0,2,72361,102228.5
875fba8bc73f445734802d4354aa5cb471023a4ce664c59fea88a73cc8206e86,2,55848,69147
0f55502c28690678694bddeb5a7abc89fea71f2ce5008e681e42e5baaf5642c5,1,68658,68658
a268e8082c60fe5924a5b9b28acccb4e2ed90976f9cabcd964349ae429060c8f,1,6524,6524
4f093d3a6bfa185932f623aa0efca0d699657c20ce37a10b9d47cc466e83d090,2,25575,49799
3486819aee11c21a12508f0f2853c37aa66d5aa8299102ee9fa34c5a64648bd9,2,23631,42958
740b3f5d5194cf24cb684de57e9083f40ce1ec7158745d80d3390dc8fadf4db6,1,14075,14075
22dc11bb6e07f335664d0b0151ff23a8e944b162683de88b57de1a0d305f3eea,1,3477,3477
726d61df20c6b7eec1237c2f102b71ce516222c6b8beb4c4cd79e2b72123eccb,3,83743,230044
9573ff80e7acbc2422572989a9dc971429bdd9f1fae2cb24ade2f588908da03d,1,72468,72468
8f073300969de852fb53601696b1c0859efa8d83879cf4156ddd5dda90c19860,1,60766,60766
668aae3d2995e020cd2e486027ef618394b879f4d49e31cebd48552c1f9083eb,2,66801,74384
2aaf7b684792a7bbf4b37f2d349575db32ad64bb27730d1c67afd4cba1af8994,1,57083,57083
31013aa10eb964765a798e3d00b4305b73b8973b38874499e6f286fd238bbd5d,1,76708,76708
1720a0b1cff46331eedb230ec34d44c8b0c090d921a5540e41bb8056d6ec1caf,3,66936,128401
45a754584f11bea7a2077d4ba73b482431d5b6e8d859aac3cbe5c34448d3e288,2,58382,96895
8627122b136a6ec6f8b8c1f98ba3e998ca635f5d1660ce345348c25d96009441,1,12172,12172
55097ad8d5a0a4655bf05d4c7fb114bf98a51ac74b9ac2295f3500d123d35f0c,1,17357,17357
75140f4b176b2d7037a837c5dbee9573649ce65ec6d76751248efdc41fd4dfdb,3,25495,64777
131975e2919cbeae5659e696fd220e1d4d58fc88d4756e103d368be135d7da17,1,16288,16288
67de0c12b11ec2cc9a9cb021e006d2522369f30be8a35cb4e9d012370efec9aa,4,77396,197132
744298c39072ffb87c30a9a19ba240af49bdb3c9de2b7cfc66be44df0f2b86ba,1,15445,15445
d276ff95a428c6d7a9bf66410cbfd60be2c93428dcf1ba71e09906a2326e7afc,1,4440,4440
1216bf74ddfc4708b786c233fd0da7a4bedd020bb47dfc348bd28f704f1f751a,2,25240,27670
0f9eec98ccc6994a4d4ab03bb53c580a681e12fae512768aff64baab6c9dc39c,2,286270,199256.3333
eae09573c74ffebd5583edb27367f94327a9c4a1608a470b7b6bc6a5b4f97ac3,1,83484,83484
a85cf8265b15728a1c39e3451aec3053632f19298c7566c8e3ac9df9648f5c21,1,361527,361527
26c4ac4937a29dab48a72fda92a431f01a59b4ac8a1fcf6b75d8aed0c6fd4d53,2,80825,135627
1630540191d7e5f2a695e42a5d59d2895367b9b0112971b33368e63d2794ff0b,1,1742,1742
f6209420a7e4ce4edfb6aa3e4f13238163bf55d486da88e48b4df4324bd4030b,1,79042,79042
24e25ece5bf334fb8c40e954397eebdcdb876aadde743a19afe703fa20ff4f58,2,81813,84450
a432ac5559293f823c2aa74b9c1bbb3fa3e5081f9dc263203e7412582e13f62e,1,64886,64886
41cda313f7d66ee1e1ef2f9f9a112f655188ab22539a85c1bfe727985473debb,1,50409,50409
589c07c52870f96c0894c3d533b8856b4ef94e7e35f7f57f29b54b3c3121b475,2,57773,74783
05f0b06ba66ea726883065e946877d670f1272c1fd87e8ee4ad68abd69c9fd1b,2,57790,70368
19456b5cafec32b00ae3de04af67e3728d0f1c1b94d1eb4a1db285fd2c669d71,1,39303,39303
971e91b288b556dca934ce1fa5f1c900c8afb82f9bae1811960ba42d63bd3ee2,1,7402,7402
b8f4f1f1450d69e6d22e7f13c012524b4d07b788618f8b14f799152201103ce9,1,31432,31432
71340a50fd229e05e4bfbfba0117f51f6357333c99bb576799327bd401874404,2,24742,30789
1a9304c6eaf85466682883bfa3dd019532ce88a9c8d3b393dfb64da5ad3f6561,3,275197,345118
16da92562e67715858286eae7e87e21ba9998aaf8ac03cd809e115a91059e8a2,1,14514,14514
bf9351927c4aab5a2d724e9829319f1d85e4cfb7c3aa4c5646d6459578903e11,4,211264,178925.5
1f04f0f614b79d4f83c8128f8e4ef0400251f986f993eb946ad6593111f3d354,1,26386,26386
9e8e66036922c017aee39e9ab43be6bfe1d4d66fccd12295becef60bb522ae54,1,8820,8820
ab693de4c6ed6c614e0cd613eaff5a16fe3233e9567bdfe49bc05ac470fe0216,1,67561,67561
a4083eddf63578373217b640000cfef2c7f8d3197f76c9c0d5a2a4a2f30b7f68,1.5,30027,27106.5
5a80f864db3f9cdeaf74e442857a55d0152a863e0ec40375d965e6bd2056c349,1,64963,64963
c5ea68ce72cdd7e9735e27ecae5cdc9b3cba2d7153773ac578cd8746cfc15742,1,50767,50767
9f31b3f399c6bdb33e7954740b4ab7c68d0502be277e83682e053866cbe8cddd,4,85685,258949
d5efa53bf0dcdebd06025e722010fbc181af53817b9b82817d6b70bafca46a6e,3,14316,25054
2064444b579ecf24e708c9e455e32c616a7bda545dd3b05c0da9cd42b53b0b02,1,65649,65649
7f27ff766dc9e8e0109296edd40f263791d882a0b9bd3eeeee7b1b3c01722af9,1,74248,61105.5
3b330f2a739ee915e2fa248bebe898dc960dcb0f3de7d5d4ab5f64a9a31bd856,3,262586,288055
693c0cdbb80681ec917a0b657e94feb7be4e908dd5ec8ed533552366dcabe531,3,56485,88343
50414173c3244bfbfbe0c79202c737be7de670f66d46e61c5194558dfda78e17,3,405826,441105
2d5019312658aa8eb8fe27cfeb059901fe6aa4e9f2d2207d257d65a6f4628cc5,1,18604,18604
857981de1b7c8475666ed2e19d0286e8aff02476afcd2e697300530f5089150d,1,40613,40613
67efaa3b12793a50166e7950ad121a14b50661991630303c6ea86bdb424635a6,1,19252,15455
9165e1cd7dab5e4c8cfa4b11deace2a8c8a6000774e68083179a0f9ef37bc1d8,1,15866,15866
4e4c8ac7db4e4d64f2aad4ccf00f1db15f6203b5858cea0df8a77c6d88579a2c,1,87016,87016
5d36483a0e4d65b107fd6fa0bdc2d5b18fe686d31acd6696399c2031eab0498f,1,12136,12136
1d8159fc40dbf0475f04ae5a9c586be0c3d2ecc1e77b4b63783b0acd248d131f,1,13100,7973
b33251251de8ed35287a1ce018c2b04d0075e7fa5e28ebde399e1a504fa0a801,1,82333,82333
e97a6b7d69470d530446c19ee8e2d8b436d1176116687e42d5abfd76d1aed99a,1,66223,66223
9f48d3149d92b8e83b2d38aedfef445e4451ff2eb46835d495c8c0de30b6f124,2,63082,93591
3091c4aa2b6eec3c14040c4a538f2c9a3a9b5aa76295f2c78a0f4912a219c6d8,1,33932,33932
2a983a2779c53c8dc06ab45305f51f8143cde55dc348efb6cf0ddd40f9d33e51,1,64747,43627.5
d0250077ad00215a53b064649bb20436f108418000597d0710f2d0f84b66ca6e,1,33834,33834
9c28ba6e24fe6fe2fb83e12f7ac6998056e63540ea6e587372c2371df3f1005a,1,20423,20423
3f1a7befd15b58e0652f801eb05e535d6069295b3da1a752b15362e3645cc0fb,1,25095,25095
39073cdf38609211cdaea579aa9c68e6551163b5373f41a909c029bfc5105669,2,69613,74098
561f1191328d2ac9c37fb59a0ded483a71f4604790d4087f2da24a19517c7909,2,6364,8322
0e991ccb6f0814f7410d543f35ddf92bcde2d2089043813b889089f31e50723d,1,84463,55547
e3a2e32c8269a63d671bb8128e91334ed7952dd03a5a6ffeba75e92a6cdaf370,1,12958,12958
fc68d3dcdb61943914af9c05c81eccacdba177f9beaf8af8ff79c2ef630c3c72,2,77578,104032
f7dde831ebc7f6dafd04bc9e163ab4cca79975e3047e30a979368f397ec41918,1,13929,13929
706f672f2e6d4d472a4ae328c4a6915f790a2216c8fd40ebdde28b3fd2acfc0a,1,70008,70008
5810688ec0492d6c78d6eb78d89cdd5a53346fcc7b4d4b6344683364632ac9de,2,24521,48144
7872e32bcb7d1e24890ab4f33ca4e0a4c0da4febbc48d198e31e27a193f8ed33,2,63867,115293
2d3fa5aab95021e19c25e8ff57fa2c0de15af9cfea1aea5f085a8d58a730f72f,2,16037,19352
48404d7595a84648995b3f28c11c0ca6bb9e79e389bc636276becfba79bd5776,1,43590,43590
562d6d79e7e631e50fb599acb706243d86805184ce15a61c5993ed29f3186d57,1,18176,18176
b1974b6f08a2074182cd37eaa5f5fd1779c6c119c1dcc073a92680dd93b32d2f,4,73641,190580
565c2b3c0d506c82a83c140eeb39c6becc7189890b0ab9434ea255f7c08335fa,1,17702,17702
62959797e35606c2339449f2b1d5afcbcf2002b74f5d7dab5a06608610e6f0e8,1,7081,7081
c4fd29faf669a5f5b3eb1a1a6a8e3aff9a7d8911f3d36e2cb1ab5decdfdafc1f,2,173895,259023
408e3863794e3cb9c6549b9c0453417a9efbb0a5d72f881f95137eb81e9fd752,2,73819,82195
9491547e6065ba0ec4dd6d0a8f28ff6ff99a8a7a8d4388ca6ef58e0514a27893,2,54784,59588
804859efb68f546aedf7e9cfcd2949dad4ecd64ee5e9a84c8d0568226e1a7cc5,2,62594,69348
2ad2f2f595e2f93bf1891023c413c2fbf9d7b3a7f894326b62d85f7c969bb277,1,5714,5714
2ec1683c5dfeb1e77f65faa9071f41990b5c19b6ccf7d38320e1b8e39a47ceae,1,62958,62958
d6fa116c91e97ecdfdf2c7a996050e51b90f1a977e2e007bb82b86992465d791,2,63334,91628
885b769eef1bd6fe7e1bfdfa80b802ab91dceb84507bb9b61d533a00174f611e,1,30997,30997
bfce778d644c2171f1b6e74c56855785f76ece7d50c67dc0d3ddfc79e26ec8e1,2,352886,705772
8c2b3ec5d077757f0e581d2587b194216841a65ca13e2e5844dd3bcf7068a9f1,2,3611,7027
02ab8e2687a05eee5bd62fe68b3ea4a51172aa5d938be85823725776265ddf5d,1,29769,29769
befc4e16d1093ab74da49aab0358f08a7dd77189f8e9bd5322693ade5868f220,3,191042,270509
0fbd32a1e0e938c194772e8f7f658b246b1dd912356034489fda87a1fe419cdb,1,11359,11359
bdcb2fd442a2d18aba720ef0aee728fc30ce2ea6a1bf10914cf1eb5f563af85a,4,123230,330886
cc2806f611ef420e72b912c101296c3ab97b12ab194b366295ad0bad8bc5e1ed,1,80836,80836
fca3c6caa59b68ee474a8cbf437d398619781f712630d2ca41dfdcd5e3041d81,4,15835,41718
8015ffcc1b0d7c5997be7c3e6fb397f007877cca1e2f7b00ac76925a764e42d7,2,104706,102824.5
aca1d889f44b809a71e72250b272386e81eb28803be938266b4f16aa67b1dde5,2,22585,24519
c7c5b76c01cec09804fea8df62c1c2f789655b800bd08f0288d34d22fec9c139,1,72240,72240
5ff4cded50124523378ed4590b14d6195fb033b0750812881a7b4b4075a3ee10,1.5,48465,33068
1a15398d0769cd188148b0b8c9eae91e1dd48f13eb7dc149032266628d6dc0d6,3,82849,82904
5d2fe65d4ef79ea79517eceb92668c3459282dd7c3765ad3e7a5692e9a50bb65,3,63912,133086
ef57e52ed7b58190d0fb32fa553897d792e5dd5d99ca3ec53c56df608c6e1988,1,60026,60026
0617f53c9001ba6c7a75b06763bc55bd799b5015b1a826757553cf498320a3f9,2,58427,69475
7c1ce9a457e34feb0b2f9b554cdca66a833fd31bd82f7b095b75bd428a917dc6,1,3900,3900
5d75014440b2a3a4af7b40d13285917e724bc07e298e4fdc4b28272cc677c9ef,1,64471,53569
db367885ad413bf4746d8c49b8263852b9d4a7fa750d6bfb3b92c7ce28c7a229,1,17322,17322
679c0cc374c0236a355c29b26dd1931e36500425f98baef3f60a83c356e3d110,2,229608,342367
22713b8278ac4941e3beccbc848f150ae1c4d12c588062854b59e363f6fdf9cd,1,112487,112487
f3a286777de26b550c9c5da0a164aa159a204d513119cbbe9f4fa220090331e5,1,14049,14049
02b7ac1699604c3bd1df680232c093571fb1e9ee4d6eca90f2ab950301bbd51b,2,108743,114090
43f8bb2cda33e2eae74842f1ae748e453fd85936371bfde87336b255b0726d7e,1,8638,8638
539d7021161d30e1927b8c73bdefdff5fc9f98659e8f3dff0680db7e0fa2920e,4,185945,618856
1dffbca38007376ae40f3f7701c82e561cd61b31bcfc760146a8a1a30c58d5f6,1,15641,15641
0b42a68521cea76e48c222f5d52cfdcf712da779d108aa189c99f642c877343e,1,105885,105885
4b3f772f2993e3f61d170bf39867d852b7ac357104c00ef2f8e8961dd343be4d,2,105406,118187
f490b44776a8dc1fd627f531e5cb32959a2c67de559d0deaf43cae6cebb78989,1,104776,104776
f0200d36a1677ee3ae3ef8694b53c620757c2af9953b2f09cc15c3514b2dfc1b,3,104619,157129
dec1d8e90f9a974f0ec276d5028df5d3c37370d47833d60785d038b7ccf5467c,2,103951,112852
b4d08c4e9318a8751d1bf5491a807ee82f6deda54aa7fe716279826ff96ed652,1,103212,103212
644d48eb709360537acfd38b48d41ce0c818eba7d089c83070938fae5a2cc4d2,1,103077,103077
a7e0b17b1207a205c2bf81854afe7737d823b0ea87194a52a5a4870ba7cf25ef,1,10227,8460.5
0ab9e5bb0380fdcdc5ab684d3d032d6e9226560d2ed8b953b1e80ddc6692d03d,1,7655,7655
3dec2af6d8fb722ca9166bccfb5a610ab8fd1cd3f01608a46c70a0a1c38498f4,4,9278,34219
91a6f661b7f45f7c343bae152ec7bfee7137f743f9722f13f52b643effd446cb,4,45593,110304
fa7d501b3bc10894f4883c8bf0a67d41b8b30cbb6f24361f2e2197ab9b70862c,1,8612,8612
6b98a0b7a49683dbe6b118381909d9e32088ce1aa8e3c870468974b334d58b6a,1,101082,101082
c5e2d9dd69b929f17b193d70cdc4017e3a412a8922af23a62514b034abcee71d,1,101063,101063
a3d696a9381ac16c80ed7c763a8fd3b5baa9474ff3b5a57a9c6b6f35078b6fc5,1,101040,58836
dc664e1de9b09555b94abcc5435871cbd79a888a7c2b4532ebcd8ba5deaa2481,1,100941,100941
af924a129beef96f4d5b4ecf4218dd4071c540646304d34a5d0a40fa402373a5,3,100865,177674
349ad0bbd4c77519569b4caeae3ad08c7625736df6ab06af6ae864c132bfd802,1,8665,8665
b2cf95373f9959d2c26c6aeab000886b89f875559be95fce4d5a87eb3d3d348e,1,100697,100697
a48a77d0b82833cc6e1427a5f9753b3b9b55975926739ccbfe1d93dcbb475329,1,100272,100272
9974e2426242e24d002dbed7290bcdc4f810caeb96d99358bdc469e4ea1b2951,3,82611,121476
d7ca4cf729af61cb9d6eb0de521cd22e2214886896010b3bd0e45188e3c25143,1,99931,99931
97b2d0ed5aa5290a9c4933c67c18225dda8a1f63ec81a98fb189acf657b59df8,1,10008,10008
cf2526dd408058e415b9754d31c60c5986778bfa8c32d944e2d8b15ebc0a35d4,2,14719,27927
bfffa076cdc3c6c41e7e04afe24d77ace508a188ba9961a51e07e5690991d96d,1,11125,11125
567d55399cd7e8ddbe189655edcb6f9ccba108d857e6a1e4b8e51d5d2a76d854,1,99227,99227
89665ea387ff3e5d0ccbd96343b273ab04af86e7b54fb1992e3db5caf54ee069,1,99042,99042
26d86ed1238c07a21e12b592fa9ec4e906fb90abb44be6d4d89984e6dc9ad583,1,98982,98982
107bc384fca42c7006c9654095f798bdcde5e114ba4153c7aa7d76e03a980a8c,1,30987,30987
d8122402e9692c39c204ff1500c6bcb7753018e80cb8c1992aca26551b319028,1,98774,98774
d0bd72f106d5f4635ab20a7baa6c30128b4cb1f37fa61bcb09069c2bffb29341,1,9341,9341
24512a4b82fb84bf4172dd71eb9175df0803ac1aa05a4f7d7b8d0f4e0f1b8ada,1,98186,98186
96f7aa726e3db8170855172dad135a609b2bb361c1679cb2a0dd5c9da007753c,1,31393,31393
0259a81a6445e4d39e504c01458b34150b37b1b5c3c55959bdfa3ecabe94cc61,1,97970,97970
89fe877183596977cd45729280f9e1515216e0b6a794c58c92f8bd5b148861f0,1,9909,9909
78589d48374d507608c1805b27124fdb1fb56f0123eff5827d9bf04853a534d5,1,5960,5960
aecd26a0c709b62cbb98db2598360e1d3f9897ff54f3145d47530c24fccd3e69,1,7165,7165
79b80a211bee4a56315b91af2cb6cc5ab8b1e405712aca5236ab45521345dddd,1,4544,4544
0bfdafa1e43214a3d85b3532e88c9257ce506641c77a302a23b4e7baa41841c5,1,8224,8224
234cc46f34231761952bded39454f4b12b3c957669c3681b59e4f6d104baf2f6,1,24399,24399
9bc3f2faf077f1c43a8c414aa021367ab174eccb071f35f984c484dfb5a7b040,2,93303,115281
42d917bb15da0d0d9d87ee16cec29641339b29857d275165447ca7e2e25810c1,4,88459,148624
10c4bdc1f3852a4dfed0c70d733fafcd41f71cfcd9ade0fc3a2d7a0cefebce35,1,24043,24043
13d220d0837242c766e4127dea26b91ed86be311cb6a61afe32d4b2662b5664c,2,33282,45591
ab045f6b3c8127d22c3979c9f88062071ecf311aa98c095d23877f106da20e2a,2,32657,46623
29327afbd564ec4c251e52892ffd8328bd7ff36bfaf8f44d103f0cbe9c9d6691,1,86740,86740
edd149396cdc1e2c3b16448cf685a917ac24224ac7b95e3fd7b4cdd55f9fd15f,1.5,143641,144985
72f4567497981e2fc25359ff2bab94dcf9c4931775004fe30c558b56cbe893d3,3,88325,95545
5b0d4cd744022bb1e166f2515efecac8cb7462606f06c503c4d415fe73233f0b,1,9326,9326
1f5677be6a01712cc6d47ce48499ae1563dcd6b96bdeba99bf3bc5899b858d08,1,11032,11032
aec8d912f6b7bc3819f9f69006cd2cb062e667127c731c06fc797bb2731f3e13,1,18386,18386
4e2a21c7c745628650124c6f819cdda31bc7c9386ce2afedc2bd53dd764bf056,1,10189,10189
9e5639e76657f726ac8c97b113c00e5f6d28a9fd31ca730008c3ff92eacbec18,1,16388,16388
7b17e599ac4ea0a6d1b5d3c7b78ba38913b488b2beadfebb25369870cd19c706,1,16570,16570
64f60266e8ad5e7ab9cd355767dfec6819979845b73955f8665f220a2dc5ce64,1,79473,79473
a43dc1070c53cf62709435aa2189a88a9c84ca034c60465d25b36804a40a599d,2,51955,64393
9c8f1c4fe99088446da0778841502c2352eb9ce05f669b40a766b001721862d3,1,9400,9400
7029acf5122f615dd77f7b19f7aa78392ed4fe813db1d23888a83c0cef966e98,1,9397,9397
fd688e1d3025c6fa15868cd95ef612a81943ae0748703c0345883babad4326da,1,80962,80962
1e8e071262b83196ee99b4ba666bb2c3c2f56fa5ba32e86ada4a20ed68e4d72c,1,83971,83971
6b6ae6efc27fdd4fb91517d1375b4dfcce172787a452417a9c8e249a1ae0117f,2,41621,56237
4a74d9e205a2e7418ad09ddc6308d4b92f67c053a19042d8a4adad7012d7a844,3,95896,206341
fb9289e2696dc1f7433b60206ee95d744cd65f85468da461d23e9fe488fc9b8b,1,7070,7070
4bb5bb9d4230dea92c0aa0baadaf858201abf7fbdd21cfaf44a4748b4e6830f7,1,4514,4514
b985085745b6660c18f845f494d146ad3e234a0ae927c6ad9a917a5df3dff357,1,82294,82294
59bb9db2f0819d74215656e6104054e656661f620b6448d805c4617c0199da21,2,80061,159784
0b35ccd0a8ba0956361fd1ea85f72ef110480731e864fbee1b9d8dac6b94b29e,1,2500,2500
56625a2c0f22592c063ff48561b048b89ce15360b0538b5fe4040bcf7fead08f,1,8391,8391
279130f03c80aad0961d6a2a292ce05b94d9be554a4b6ac1993d9888d3af79ab,1,82785,82785
b97dbcfb286e6ca888f9db19de24695cbd55986689f2829dab6c65a91b9b835a,2,73201,84885
a9e639a2eb98d268ee85e887871eba5eca3dee976a9e6dc92b7e4e751fc573e5,1,30,30
a5e0f9057d648b73d12d09be513e809b1a04e2c3938a4a7c2bade949137aec70,2,12624,23635
ad33f255f53af5558cbabea5bfe472e0c970d2b5a9403b09c6444484dc0df5a8,3,13692,27726
53e3c24da0c25cdcf4b2caebc94192188dbe2be87c1b9d42b5f9045d53b81d5c,1,8652,8652
80fbd7504e8661eed66982db647b3fc47be55de1f228332b5d471d52dc20c3c7,9,15442,53141
d6817c90ae0b1ab5de43e6bd7e54e7f4d5c6b48ba117ee00e6e1bdc70b0d3834,1,72994,72994
6d8a88e3aadcfadd24702fd3fb31189fddc37a89d16e0ce11ed601e80aab9ac3,1,68100,68100
7ef99cc37eb7a90fa73c4d1c4dd9eaa590ebbbc3a8e826c514ed3230ed33d575,1,79611,79611
4d1107367364626d9adcfb17d17a34deced4105f96cd2d77b615eef7dbdef094,1,12986,12986
0e567cb6fa66c0f1db9a3ebcd797fbc9e0aacda17da79ef8a1368dc7b3468929,3,73833,83466
dd85efc6a2ba79a83d8b177b20f3822b2de7810bb087bffd386cea546ad28158,2,118229,126106
231c1db474dd194c615b04374ed72b3f87a88af6cb6444369428b8720ad63f20,1,10913,10913
d66eccae23d18ce5e1391d073c21cabde42e28b7dbc3978bf53da199bd384f10,1.666666667,8573,11081
25e57d6897bca4fa9fc928890463df70135cf326fee14fd8b9f7113ea1ceadf4,1,5508,5508
328a173c8e3bdbde8a0f50b09c5e64ae2d7c483dd7588931462ee6b7a1345edc,1.333333333,8925,9205.666667
c12fb096316d7a7734a19261091221aa7bb3fada7e535ece5f038b469ad8a3b4,1.5,7724,8744.5
3e44e56479636fd432b504faf4742354ca63eeb60e665a5bb7b03658db388825,1,7485,7485
d335e59c71dc92680ae63c87944167c5ec699f6ef9ce17e44fc6c3f6a63584a7,3,93212,70691
b66fa84877c9fc609514da457f7c60f8ad1211a0eeed51fcd5b832675b8993a8,1,43507,43507
6f762175d5963f7501e1e76f0dc09dd26825ab8adfcad5fbc528c95a88b63e29,3.666666667,32700,54098
2f62d8a3460f2fb4762afd71b6d75bc1f8f3ed90fab49b04e7fd859ea8cae549,2,30256,32701
87e490d0fbfbba2d8b38819e733b935d57e7ed1f60335c624e366400e3544c21,2,29923,36920
7e1116f151dd690e00a39f0f0625be00f52b97fe4dbdc8cde481a4e94b68c616,2,83937,167874
110c722b1f4310ee6b7784bf651b24153863aaae02b5bc8e24b4f389adbee64a,3,23700,44261
d20ef6eec98cc170c5c1722b1d01439d92f83fa8080ff7cc4b915b0dd227b543,1,10247,10247
6f0d7998e9ca9da204523cc4fea0d6c5c7de46880cdeef342a0424e8e399d463,1,5021,5021
f6b09a963246ebdd8f0ee3b7de98a87dea2698f591d41689dc6edaf5f2d999df,3,6471,11891
5b50bbe313af900c39783db89d2592d253d6ae95f885da2ede4ef2de00ac76d1,1.5,76082,22019.75
41bc06d5945b6a62f9eed9afc85ed33b11fd7488fd2c886f50f1e5aa6daaefa0,3,165916,219415.5
e66c248454fc0a8ed42d1b22c6f2fcd213bb72a85ebc5eb95a625ea2e2cefed4,2,80770,161540
a64917f1c75eac7058e4a3e5ae274129764e654b0920b7c821cc4a32d504a333,2,13505,25783
7d74ac68c5a1b47d6b28b363dd29e86b990fb840d416179ee725e497ded95327,1,12832,12832
d961f7379981c64f7eb2016d896fffa0505513e101736f25d77ce22abefa2cd7,2,89247,93827
0a32a8dc7e6514907248639228e62314e70924fb405712a00d4747f73c3147ab,1,2912,2912
1dae76f4adc7839d184d5c43b38b0869091a88dbe6af970a0cd44150078a3da4,1,72177,72177
d92eadb58ec45640171a509b84416e4d48245c5ba8d0c40eefc6dda9971477c9,1,53873,53873
0f428f6333b7c808fb56d2e9b83d0f2567d46c319e5aeae1fe54deeeb22e1356,1,69746,69746
e5270e3d3218065302b9840885d2b5af35678c00a0f726c5fa37f1e22cca341b,1,73907,73907
e934616dc8b77721f04acf157d53105f39cc53161ea4e9f9b183db81cfc60e49,2,76432,127437
2c68895b45bb1d14e9f07fce78de45614874b2df6561ed7ef2afd7a23e655a19,3,262572,612813
b7dc31bc087bf4f53a14f9f5611ae5c59d151408065103927a1b0f269e159da1,1,149682,149682
7c18f544849524eb28f84897b8b92f3918639490e9932166276253f1da12c651,1,67303,67303
7ed9e69743c637e8a9790528f3a338fafb6efe6635750e14446b010005296da0,1,64276,64276
f04ca0f793959b4a5f100fbf0dc9ff24f7bc38069d2d164ab01f45b632680fef,3,59698,81166
25941d272f88c88443361d0cc2058bcf862d00da6c75594f552c106f960a331c,2,47837,79643
4b7adfde2ec16641f5c358f13e97b97f994913716ee9897d0a6489f7e3a0f716,2,1084533,1102494
ed17b72c228e7e6f5d4b9645cd8b126d0c8053e5547ff3d036e3ee82c83f638d,1,88148,88148
e8214a291e9cdf10c423ef9b6b805412daecb7b7b717b19a9fc9070b2809d3bf,2,72286,105673
9067fe7cbe0ae0fc414174cef4fe548b04a35b06319be32202cc449426f8f1a5,1,238921,238921
08176b3a255389a8db0beee877598ef06702616876adec037411d78028795773,1,78941,78941
8f8cae99fc7ec319cb60ae5ab8e00b102be875fe073fdff004f2b5a9960c45ad,1,85280,85280
ae4a56021d58670b916270bb8e1c91bea826991e2b61ebf580f91b0f380293b9,1,68132,68132
8ccfcfadbad4980839f9ab47d0eee2927f565b6e8c8ebb5212e5002166de97c9,2,81475,141463
65dafe98d2a99918ab5080c008f9c6d0b030b6de58444d7959f03a9207e5ff7b,1,65459,65459
a254fb3921b0bfc302115f42856542a23c28fb08d0ed98d0a1d11c77a249dd10,1,82207,82207
ea2fcde3e58661051a1b0f471e291dc2009b78d7be49b045134a61b4b0c49650,3.5,73848,126598.5
d702b8470cb30a101bdded8f4e07e5b6fa6f05f9424172688604b2f6e7bbaf4a,1,59607,59607
3f748699897fe1d03ba738f547539d391427d430378b938a08d56bbacf3ee406,2,128259,208394
f492d2a38738dba90ebd4e0f4cda398ac66cac0499a7b204ba938bd2a24e6920,1,63125,63125
2b071f77725049187f55cad37f6ca9d251c57c78bcd1285a32d87037c45645f7,1,89495,89495
2b5a3ab65c9470d1cffbfed634c3d4895d35b526de5b5cb1a7bc7be699f2fa59,1,257599,257599
c22c60906e31db9c36ce7c82bc1ab7991530c1ce188274525182b2bd57b5ff50,2,85136,150030
3de75d2c74f399cca04a11070f03b410745734cf6ba8d960a7cdbc355c311f00,1,179241,179241
542a5512ad797c99e27399daf84a701c68ef13ee92c57bf93007b9b0e4f75ba7,4,93106,230901
b0589a51435d4e9f9926b1d1d5f9cd945f9472bf405c5baf3b5aa6f77004e8a4,2,77655,83824
1c001323a00ec53b5902c4b27f018e54414ceb35e364256c6635286e40b605cf,3,5766304,5853061
614d2fcbb50db085740e3e27d94b6b5a90569502ac7f6634bc14513d678aa296,1,78681,78681
688dac57f92c03597aff846d8f31dfc8ae0655c22695e5da9ca8b03ab5b9be9f,1,38611,38611
7d672c1a56a6a57fa5759271c761f0e54443afcca1b066199d90dedae7178d58,1,85736,85736
0025d4337b45a86ee381e6e38fd52f1c44ba430a575e9ed1edfbef20a7e5f06a,1,81256,81256
e67ea75b0586f4cb6064fb42a059300ab604172ede62f09a692f7b21b8ef604e,1,69083,69083
b15d04a21b6a2a29f900676da2f216b49a724af8b9b5616d1d176ccb23fb8fc8,1,55361,55361
b1d9e31b2089d88be62cc3e1696b6aac9812028fed1947303d5dcaadaf801261,1,71943,71943
