accnumber_hash,avg_event_source_faultRef_HASH_count,max_clearance_time,avg_event_source_clearance_time_seconds
ecb00b881c0c16e6e4dd0b7b859609f8be1bba40b87597c76a58e223f3f33de5,1,66130,66130
edd7c72eda979cf71d98f5199217c58a0bf7e1b4da5f2fe44924b863017aa0aa,1,8511,8511
6c1aad20e6714733cd6fac1f91cb8ca875ae34b70fe7c98109215a40e50bb1e3,1,9983,9983
2b7c8694c5b71b90495e714964bdf0402174c30aca471594473626274175f1d8,1,145247,145247
5fcc66abe6b24034041c9e88371cd740d8a13f4abae197d48385e17b87cbe882,1,66053,66053
cf670f50e30d8c9f9ff79fa39f678429db4f67d82f008d8e19e376506feaa297,1,69665,69665
6eccc882257a21c577a17e2ad2b00bee09ff8ccb8f2855ffcd20bf9a0f8a9333,4,76756,169596
5883df7359d04a7b4064cac9a08ca88c38604c805de54966dd4b555070358422,1,8668,8668
50c78040b37cbcfceafdcfc706cda5e90a5483968a39dc2fba7e952a60642fdd,2,78116,101038
392831a54eee370ddb9cd2740d666c0803accedad84fe5e377ae4d299ff51446,2,83602,163693
7cbac1b239bf1a2aa8a2811ff311072d9270263c4d9b2efc3cc0d6e9a3c4c1e4,1,84288,84288
efc5c4725ba9a8c4011a0947d793e6acabdb9c43bc24100db3bb62aa28f418f1,1,100153,100153
da53e195063bb289af76d77658bdf087d233b2bba2593ac378a4367c323eb514,2,87623,167998
b6a49f355420aa6b2a2e1a651c95ec932cb4e6e8384d52bde9c334f29668cb22,1,4763,4763
942a2564f8b1a1d515a486b33252893811582155e6c87299616e72eb0df89cd8,3,84586,168441
200e77de2094d7a69b78e83e98631f499c2f2de6bd597d37830ece6701634de4,2,57605,61708
8dbc8b7c091289c33f96b52723728c114cc4962c931e86b593fcbb08d27d3c22,1,65862,65862
40cb8feecb6a363705d7c297f36457ba19ac4f109c0b79d11495cc91f1636e5b,1,23,23
99cf53357698c74d168624e96dbc36d1c592777cf4d4edc753546638e6755023,1,75227,75227
e83bff84191017b0bf6df7161fdc5e960d3a6b9f6f66a12faf7e28f34929c734,3,103202,201526
6cf14b5c6573cea9539f2a886ecbe6a7a1f7087fb39421cf8eec17cd6a1b5010,1,248809,248809
1b039f3d972bbd2ea003ffb9fada30c614e6fb66bd0cbe44acbecae64a746d4f,1.5,83682,120467
1d3f1f153b0fd23731f586b5dc8704be565619024712110723add6e643664d3c,2,171482,255370
64a6407a2e039dcef4b43994706609a9c870de6a7322ee17c57c8504322bc216,2,21199,33470
3359b032ad9c519c01d9f7e714af4d314e9bb545d36f0a12fc2185225f0a8445,3,342821,416731
2b7c06d83c17d08b9b4667710272cfa570700be0a093ebc69af281a818ddbafb,1,76573,76573
6c0b74c0e2e2add614ee31a1d2500d5ccdf4fec2a04b60cd231607691eda1b97,3,66906,142047
d7e72fc68c1bdce253ae69c021edac8b86814803dbc34ef88886ccdc20094bf4,1,58505,58505
99856d41cfebbbcc5cfe9c24070b5373b1e4d7a2f8459e9354bb594a16eb3f31,3,84639,82118
89ef9a2d79333d99ee26d16110d5d67c1afd41d941ba6639ade66ca4dd648f4b,2,132989,194361
8d083804bd6651c2f235349978a63532b2deac2d125b97394273bd5c3726c277,1,30,30
1d44bc19e7c02ec9ccfa985907b9c8486ad73ce20c6de1b26300e8a34bf70f05,2,80021,88817
605b250374768795c76506f861aee704be1aef5ca28afe3366ed97dcf41e9666,1,2698,2698
035cdeca79d0e43adf5bcab0e58f4b75185d72c420e55a6881e3483eb8f43bca,1,77641,77641
40a0c9dc5323653af7824ec2a994c037efc51073f1738478cc2c1ecf76cb36bd,2,100721,154876
a77b44549ad7128ebd1fe625963a1ebda3fba996e7346bad4886930249e332f8,1,67379,67379
a39ce58d62a977306663fc2ffbc17ef211bf6abf359f5c751dd4cd843068852d,1,177773,177773
e6934689a9ae04ed80d472e3344508595d704440b86cab7fc4b8e8e54b1f9bcc,6,52216,126146
3c12273d117b97e9893293a63b912d65e9f0ea68ccf9528c4a756173a4c736b0,3,49855,130152
6e140307bfc5b990a1da21d14e260247ef217ea27661bd05ee6836bda85cdb9c,1,20221,20221
eb94e7e7c7c6522d862cca83844c40bad36731e92accd7106422e303305c35f4,1.5,78727,44243
651159a3391e6412936f082aa7feeefebda4ccc3b5983a452c8cb90364b68fa2,1,46824,46824
0f2725687a53244bf813248978340dd70f507dfe13bd2abccc4f10eda118fcc0,2,50113,57511
dc61f1caf9d99b73bd4430a938b8862e43bb8a6c3ed70615150920d334de5bbd,1,12942,12942
4b054cfdbd300010b924523f3488f11ee050fcd860fd735e26c38e3fafe52eb9,6,93647,264839
168340c450fc5cbab45acee3b2769378b71f8aa2308f5d8a3703bf24b8c793b1,2,16638,26122
638ef0aff094c1cc7fbf79246981038b4ae01521384142ff1a30223a38c45851,1,58342,58342
a543a41afcd1f1f64219e587c0a1fd0c515ccbc10c006b66fcee13f072f811a1,1,86366,86366
bae9b10b2abaf087201a6fab60fbfe573bcb130e038aa5421c2fcbcaa35f1bde,3,72965,78435
a6f2a3d131a2559e956cd318aa2892cf57f643fd1a4376181e460d94e3b1a2bf,4,63485,135465
7a95e538c395e24c2d48568fa5e7d1601e3e32b5423053f12c819df0f2a3b257,4,31151,89029
c5fe9c2b802a963dbe1f1c73f11b5fbbfcd9e6aa8a260d6c75e74f1d09ab430e,1,30571,30571
08a479dbc405be6e46df4ea5e3a60c8390b3bc07a5666bf03bc1af7dfed89930,5,47035,116650
9d09e73b66d2b50cfd274b6a618331fc7206e96938625d0c9f9a5e9290632194,1,69340,69340
766f541593b50c3c141ec5d1a06ba73025f5f242b0347fb962587a9a1291c21b,2,161563,310053
567755c8950f05c96021257ee9fec0fa9229b6a80eb0900741e9b9b220baf6df,1,70308,70308
077f57bae76f76aa024f0f5e5383b03ff5798323e18a1d389b136b77c646c8f8,4,101224,192159
8527d4a30ac825b28c2e017ee18fcd4ae9c9ff738e4f3d43965bd295012765ca,3,79423,184780
841e08d13d1427dbdfdbd1a3d0e6c3ab9fc75e2388e940221717c1ca64639567,4,67616,125453
915e6f2aaef1099fb1d61c3953932e8fe03eb9c841d8a60fb4011709d9332a4f,1.4,108750,74635.5
c042512c7e9a1f236f617f328db9f7d5b6f293c97f9f8d4dc79a14783f838610,1,6467,6467
13a64d3f9cdab5f9febdb83ada55921e46dd28f718d571b99ca24eafb4180300,3,80508,151631
08162ae9bff46919cdc94256024892a0985535d27430b82b13021d4db4d14f27,3,47836,79616
619565934efe437feca074bceb7f066f402a4fcc299004c9f0dd7116dd87a1a9,2,26266,51971
33b7b0713381e0588d8045c2918bf7569aa2dd4432f0eea8f4754e0382f08234,3,162723,311448
b362e33cfba46459480679385574ceaadf5b9acd17c5550b143feccca9705256,1,12590,12590
af7feabd114ddf35f85859513ea66eac2b8bc48d33671be8b6455b9e2bc9fe99,1,29337,29337
69747c30dc129c35541be97a0e68b656e92fcb67e8d27390adefb4b88de43e66,2,80821,154444
4082b33339b2ae522f775176cf46a49c44b6c5d209bf5e94d6e7e0bc59bb9202,2,12556,19750
4cce1c94e109d6388c2ccdf9b7f9b86c88e9bdcb638ff2cf05e5d3559c88e12d,1,73293,73293
22f3f02164c010760a225789e1e2f302d03333448b955437d84ea3f3ff18e431,1,25,25
3654a64d2f683e895d522426a99059a5047bafccc196195b66d237b0d8c87b9b,1,15273,15273
914aa747d016a39ffe1925634927c4ba34a8dd63709747a8b61f3728472eb6ea,2,64821,77684
a0e3adb341adbac44408178124f32606a2fd27e3e6c47571827a2d696328c2ec,1,35,35
9a7c55260d30d8c961d7ea9d87b2e924089f0ca06bcc0969605cc0968fa4ac62,1,183701,95333.5
0a2706d3602df1f4ac99f87dad8040cfeee0369f3736f1b0d6b4e74d3fef4898,1,197576,197576
a4764b675128054c351e81573be1df014f678778867a0f229d42e1ddb524dfea,1,55506,55506
13de580bb5244f46b53f2d523e22cf9b1329d6e5a7eafbb5832eff264a1c33ce,2,58827,65255
b83ae955560c5d315b1fd0b58130615f7d7b83cb8912b619540f96bdc04055f9,2,53135,54731
e43b3f034829e78073efee1ab8b42c5e0f85281fa177074aa247d6e198550f44,1,5746,5746
68838c728e5ddaeb65816dfdfe651538aa31f96558a3143c47c5936b4746ff50,1,55127,55127
276c6f0e65cdb81ee90da3c624702ab0e30aaff261d72fd5a575e40e811e8d89,4,263934,458921
c2cda4320aa831389221568f5943eab02028583a1c2176a11082da725117d8b7,1,93059,93059
fdda52929c9cf52adfab319b0a4376deb1d6e41bea4c72bd40c0bf138bf53284,1,110317,110317
cd31dee386a939f8aa5c5119b512fd95672c197952d818ebedec083693dba3ad,3,75305,118571
306a87e997fb2c8363206d44637b53a5c2d06a159383777c67f8c4c7e9748854,1,82436,82436
27ad028a036920a4eb7da70571e425a60340b57abc6c07fbc69bdc370e967004,1,166347,166347
9c33299c9bb6b892fa45c50cf0072aa77f579c41e65ddb77a1492f088f2eec33,1,5139,5139
9b7ad0036909fc110f48e93c4ca6049ee41b5d4c93c76cad21e68aafaad43aa0,1,70956,70956
bae0409ad7642a552b9af1f0b47c51b8396c09200475bd9a26662d7b90e6640b,1,21195,21195
64c069bdb5ea778b97fd9af96b5b971e8d19dc91e94eb0abf53cc4c114fece09,1,30137,30137
b3cf80866c3e32b5139695788d69238ccb7c376f9da41c5aa15eaa0d0873fc61,3,347538,532629
61d3ee512291d561984b2b205494089da8dbced6ac4d44b325223276cbd38f22,1,238158,137329.5
83b38842b36053c5204e14b0a171cc51ad520182b2446f6c84e25b1839961d64,1,60408,60408
48516a818f5109a513443df124ffd427ff776a6fa0359e4aa7ca99f888abbf29,3,76779,203178
3d42ecd861850750d5a3bf617ea4cbd17cbad836871fdc7177c9bae4271935ef,5,133864,431690
4a4e1984cc63bc7932dbcd95f2125e36e7b0328933dcb93ecb16378ef494887d,2,11482,21037
b6e5dece3baf6ebd510de2e4219e466f6e68b1234277d814986ff727f4a3c891,2,78426,100942.5
b7730c26b04085580cd4c294e08b0e7693224e96a9d55ab4ab35ecc6c4530871,1.5,66613,70728.5
cd8b42689d3e00a9add31fd2d559702f6f5d3648430047f21bca311b509c63b6,2,59809,112388
7e383325aa2edbdf6f89db1655a5d881696bc06cd932e08fdfc6c6a32e756d31,1,11802,11802
61aad48255ffededd66a289355469ff8e78631f4dd72a9c572eaf2b99aa8dcf1,1,1384,1384
e2e87191365402866c65d448219fa0dab056243188d3080d780a115a550a2647,1,62985,62985
1b5ebba578073b15e1350c5f90daf118c539e2a4d455043cdb32169c3e5822ff,1,22709,22709
af44ce28009b3387d97feb30a9584e11be5a2e14216615855e8f4d8aed1b76d4,2,93591,96075
19998af08b0fbcbb372c6e945d12d9f72b7070792e2a7f154b3c9b46d5fa1fe0,1,9140,9140
293469353ba661b3095406aeebc23f820ff973b8b9e87429bd35483ba5723316,2,50376,92242
f83322ccf520389b4b29065495eaad9acc56ed26ca295ef69c5cff2b582ac6c0,1,61646,61646
840e8b359111be83007facc1a47db43eace451e5147ea3b7c2290516da6ec611,3,78784,108533
26277e9331fe2ba458ec3b1910e1e613a54fdf419eb646113b69fa9b09015911,1,64303,64303
d9cc66eefae8ca67d3380076ed66999a52e45369f111e9d424cf42b4343c7062,6,68315,265932
ddaf86ee195221060df34b0f55aab727eb4a9390dca4b4b05ee2fc39c419e330,1,8369,8369
fc8695889211b6d02c8b5d76e9acbb65e71611eb81b3fd6b5e5e4e225dac9dd8,2,154298,176658
dbe297a06e6313c87e22dde79a202b7a9f68ad2b3277391349db09d3cbb67ccb,1,26755,26755
0701854535170a0d64feceb2a4f9f21e15da29543be45177403319212f080b0c,1,11703,11703
8808dfbb6a055ad61f2f651e9507c546223a3af140f8a435f3e18e039abb2159,1,20469,20469
d08471bf5398d56d56319e2732417aee0d539e1bc03f5ac7a91c948364b12e3c,1,20420,20420
e8e415507083d08d09bb69febcfe75cfdb2622a010e52463f2dc082696e99bfa,1,32333,32333
f81b88e945c18314c2dd9616901216f3c64cdaa5cf6c7edc34f42b2953c85c3a,2,230118,244096
6d85eb38e788987ce0972a76be55e06fdad13cdb52b47e5ba37d4092dadf0e2c,1,51563,51563
c13e4f202b861d62242889ef0afea8372753695fe2f1079c940929f842f583f1,1,92,92
af93e3626c4dbd1e99dd5304192c5e0aa771152683845fc3e0004fecae37e3a9,1,79349,79349
c9360aa1d80c8ecb54bc753c4d2cc42daf9177d537cf9c88951819d9b49ea62d,1,6217,6217
3d2ca2ade024ddf0c22e3f414e9e9918dc637921c9949738644086ca0673f8cf,1,58297,58297
3936ca04cd7edd10995742554d10738de3a0f54fd173f420634a00afb23c5e24,2,90958,124270
57c677e147cb77633abfd210d79f885575d29777422aa6c5ee190c41acaf2ce5,1,4366,4366
99caadffbca0c0688b74002643d6463b499c6f7408d034048d868fadfd90068f,1,80787,80787
f6229a8abe4e34fae582f491fea2cac07387d031e40aa3d5e780178c2b74cd42,2,95994,175487
e4ee939103e3ed92942e540d07dfaa3f3c32ca472d8a185dae72f53621d52b7a,1,7727,7727
490cf08dc82fd5b822373d4c9d7724e26949512715deb35b0a8b8e3313fb2c0c,2,27320,44818
dc43d25a43209670fe284b129dfa06293aeab12d9ac3e8384c2bf9b53d40b56b,2,76877,84663
68821480765d6b4c365a9f710403ab48f4ef964b77b8498cf7969323256afee6,1,13525,13525
a733162e87a348b19cb20a7d2534af42d12d6bb328828665111c742fe8457937,2,327416,552073
1aa086c2e33868316307427b6e2b58f0913bb14257a74da0513625b7970e79cf,1,98854,98854
c6cf2b6f13e14185462004cbd4ac46b2ec008a4b9c021e9f249e4cc7a75ae0db,1.5,63170,64078.5
71a6e9d812819f145c6ba62d65f30c02e0e32e7766c477c8421ee5d498e5bbbb,1,28249,28249
78c004c3f472decbf3bc7f0b66aca981aef097c0a38590a269e63a5fdbc182a1,1,780599,780599
177e7c9434f59967cce49b976f100e9c829ea81fcc5748fd48a380d93663a2ec,1,3783,3783
99a3ea2ca5e435c230b1301706a26b64be72fbd06cf387a1b4ec093a1b4bf23a,1,77889,77889
4137269c50a3174991412cd8db4527c000afae7797438e7b0569d0ec78a5b6b3,1,421577,421577
ccd80a182366a805f9c0287eb90b797b4f627a1783f931701c47c6e56ef9b293,1,80904,80904
d353dade8b7bee6ec6f9bbf01765e587ded7c57d17c10f87336874960ebb1630,1,289,289
d93f04cacd2e25bbb7a07177380ccafcdd30e25a92af6bbcb7fbf5272c9ffdca,3,57969,69588
a3d2281f6dc19d7b15b9d922c5883c0b638e23d01c3a65df67b2b218b74468ea,1.5,87190,71911.5
44b782c3e9ad1cb08fc63d495d05d9c838075cde6df7a173a9e68f3698fea23c,1,48794,48794
4acc2ff8fa7ab3ec57ececc7333c9cbf072d67b89fad4c9f87941cfb4b9a8879,2,175248,132951
7b892def6d7e53907998492f934c0fe92b6784b74560c518f00be0f37d72503f,2,57800,68268
ceaa90992d31349a5db44aaffc4a1f2c372229ddc3cb524962b0c41c8178a744,2,80678,151082
00e335ff2df443b7039708319214b7dba2edc05eeda68df602ff303c1463178a,1,71588,71588
8f991be046d54f0101f98b8790205d11f0967b153cba1a158fc19378c709df07,6,29142,78585
7ff2801563311f36055a4e50d0e764fbb02e60a5b6cfa31b9c32ee4ddead5deb,2,92016,115780
0932cfb03bc7384c682fb008ffd3f9309cad770e0abafa33a9b907fc5b12008f,2,113454,198181
6b94b606e356de0f3a42497d5f92b19808e9f38625ab20992e311609fdac60ea,1,26425,26425
fe3e542b6cf79ddace53e84e436bd860ed628fc51cfaf9704facdee639e96dd5,1,55456,55456
74f709e793659218d38289e6e53bd04fbcb62b0e4e1c1d6bba1bb385bd6e5b5a,4,80235,198293
a5e9b6104656643e15a74dc1cc9027471d5b900f3f6168dced07c3736dee69fe,1,75982,75982
dce25402d986b58fed6fa92f04fb9262b47ef35fa7b3cdbd5a5fdb2f03407676,1.5,84160,57404
59a8edf51dec50d3de84e39361f6b3cf9397ecd5c603790334154754fc969f18,7,110697,282947
7e8022f8edff7b3ffa28553cd7f09f55c69506b93a690e9f6c52c287771aea07,1,4022,4022
4f214efc7cbc73d5b1e386db82f064c998972252dd201ef096b7465cab24b23d,3,13346,36476
4ab01816ab1ec7f1f136e0b30b5b5b2ced24e63ce18739d8f15863e74e253880,1,29,29
e64a5efa2bab35de8a89fb9d5c3141034b4bbbbb7459c0ac63ca085943614b95,1,74305,74305
3c1d25cf7b8a2edc355cec0a5d01c356259332062c05df0a4ef0b91413a7d63d,1.5,97695,128760
85208f31cfbd0439fa10f51831935b0ce3a20c9d062afbb64053c224fc07e65c,1,155483,155483
f149f1a6f69f393d642f1970286a1992434f8f742e2e871b88ee4596bc3cf96c,1,37,37
f8be8e50af253d4c6a4285b31ee6450f8cda07c3a13209945b8ada38821fb926,2,25395,33915
53a4356e6d6ada7def1c707db33ef71dca0ea31e8cc5c976b55e095c3ab67e06,1,14725,14725
5c2000080592c7ea00d2eee28b74e6e446c64587db056fbaeb4f2a74548392dd,1,81354,81354
dcd4b8a769bd24d6418b2ed4f3bbc6e22ac32dd101d495796d1649ddcbc6f12a,1,90721,90721
473c8873f3db47d7940688893a340db4c97ff8e65eab4a4d57729158fc32baee,2,61459,41391
40d80ef4a6c7611509b7da84f7d6e3b5ca4c8acee869aacfcfa25bb85b3567f9,1,19702,19702
4762e9c455e6afc3f005caa962bb2fe38e4231aed09dcadae1f031f1d3083e4e,1,48442,48442
db12fb668d7e12da7fae3dd674f67250c1f7d269f545941d2531008114ed5340,2,97834,180216
1b519de9ec44f42a581a595706400280480a44017a6051f0f55253df43352a06,1,20883,20883
da64d40268f2185f7b8428120f8a85c01461307b5b38f9b3f63c5c577c931c2a,1.5,79246,46515.5
ed1269b273880bcecf2d1627d3b37043fb180ab3849d54d6b3cad37994ac3e76,4,88479,125839
f44db4ef0df9a5b39cd2a6fa10fbe19534e137f7902cdc46c5eef55a44e5a26e,3,53655,144886
0bfa30faf5e57a1eb237c0e47934e0f0178180945f6fa0ae2859fe7ebc504a41,1,39766,39766
f413954fc9293edcf23e894d1ebf8751d2f62b6121c05ff7b9253becc79546f1,1,56232,56232
fb7ff0e0bc14e26ea592ced88cb8fb282911e043652534b44abc2844f750a0ea,4,81267,162768
742578963163d19660e20b17be28ab317ea49eeb33bc47c77d1d2fb508ce1fdf,1,82864,82864
32e955ddbaf7a6caf80a7ffccf18913d0d0017d72edd23a9eec09c2341a7b5d0,1,41013,31661.5
3390b46019e581e24897a926f3c7839c0d80aea62222d531009f04b711c95890,2,70619,81649
c5fe4031c668100e7179de5606257f982d9a03a5a4167203f38102ae911f0290,2,79015,148751
b36cf00a2f9b00aaf0b8bdff92ba1fee61ba6c5162afdf42459bbb4255a0c7d2,1,169477,169477
07ace54d630d0d19c85cd9b02aa0336ce3964a4dcf22d311da73088a765a7efb,2,12318,18612
c5ee2a89393e60fd7f5be6bc505bae6bfd5fbf472b947552536aec4912d22213,2,11539,18905
e2159690ddb68c97c0b8fa3e1bc0f3b7bdf1790747023b8c47db112e331955d3,1,95625,56228.5
8f31312701a8f4e778d4c036437f455d90744b459b61a18d6ec202e75895d682,3,81635,204307
221f7fc50773f41a2643e23264f97ca27fad1d206033a55f803f0aabef3f6fe5,1,10715,10715
b5253bd0e587bbc477d610c4ad9295989945a2e64340a0c8ea47f26e71f02939,1,69535,69535
1350e1fa3f9becab096ee4d9b3f32c7fcf0d86f1392688fd878adaedcbb66ef9,1,76438,76438
65bbbbf921f679f82d0b10cdaabcf628dee5d4318048acf2215f0a6526bcad80,2,79838,154038
c624cfdba267c65f29d85d7b22d675eabd062110861c1d46833c39f83f66b1b5,1,86035,86035
e9f670f715bc295a81ebd2b6b547c0adc0b8488ee54107ad80c14b8f30afd87a,4,63593,135070
ade6ba714f7899a9e9ea9c38bbf135fafcdfbbc9e5139ede5b9605f8f9f08759,1,54781,54781
68e7283b4c8bbbc1bbe7c182e2ea99405e7532510428085f74445a839c13c639,2,62484,107954
63008d4ae1e563c2f238261e1eba7d0020eaf42e39c817e944bd57be32600a33,1,56636,56636
a887e0172fdefe9472af00b56b978dfb1fbd2be5788853f6c4fe9715e6058f73,1,3601,3601
c46ca4e6ce2e4bf38d681b6a7a882e7bb59f71509c60d40ffc53766e2f47a31c,1,75102,75102
8f5c0470e265dec23be6c320e165745453ce411e3cb9745946310985cbbda187,1,13020,13020
ae1fe3cbba061110179d9aafcca19183a63a23c92906ea5d2482071a562d9a3a,1,82196,82196
853e00148ea384bbc4bdd0b1ebe107cdad199819fa436dfcdec309c8ab581404,2,27094,34056
41509034d4c0baaed3feff98d6ab98aa6fa6b00783323501de6d49733778ff86,2,90946,98722
d2ae8c65bd5c2f8bdd574006812089891780016167a4820a2b71e64da9c60123,1,48693,48693
20a9a0bbf612a0a5bc552e1722bf3169873294b1150eb00ca7182c56a64cbe12,1,7401,7401
b81c8dc974fa9a273468f504e71f6b60d8d6502b7926162b3aeb3416bf25acbb,1,1664,1664
d7d8f64cf0690a44d2c81e4285ba594c43d536596a098fe45b30c38408e7812c,1,4774,4774
732cb80a1b9b17f21d1132f1ddff856432642c6ff9fe539f5009748d2873e11f,1,78583,78583
2a1b8f578937cc07d58cd517f0f204b7ac40cdeecf6da00454e678ec0f8d294b,3,132020,228894
36dab676a317ad2a8fd3732a1409ea978e5300e6b4393ad889e82d581ed6c761,1,31440,21772
5397cd95093246fde626477ae779021d3ed3c7c5c798e6eca4a4af74b06ff0a2,2,81240,51513.5
2697987e12d6871a864791ba90ab7c29de854f73a9fe6a044a0f50103e039a8b,2,69995,99397
bfeb582f313edc583d2475f9a5ae616f6f7193fef6b8ac58bd635b595a94822f,1,80693,80693
d35673cd49a2481e3a12118ccf142b3fbeac654a06f3ed60a89bdfa461112aea,1,62556,62556
98e3658deb82513bb29d7685c4a9ca3cc130bd5ead966bcb865e1301785e9fbd,1,8892,8892
26d87d4612983dd337e18b79939911efcbd360f913625a43599115e2aef73e12,1,94249,94249
b07042e091a04e29c63238a399bcfc7bfa0ae6b5cf9a380d1c0c987d204d4012,1,10109,10109
3a9392e053cdc2648a8b014ba9d031947105d17e6265faeda4e5b732cb4c6d57,1,72400,72400
f5ddccfc85fb8d6462fdfb533a241371909630e467d5b7d900ccf0a734d8097c,1,16718,16718
845cc38a74d0407815e8daaa2ff281526bf58567ef58ec4c09a1d53324d181ba,1,88012,88012
a41060453999f4af87f6962d49f4a3ec59bd38b82be4fbb3db9b5be29926525c,1,60661,60661
fd1bd65fee22f76961200d25bb2c13875ea42b39b6932b68b7886e421123bc60,3,93811,172380
3687c9f5a74bab9e79830a5b4d9c177cae7f065924cf7c93745a016affe56393,1,76198,76198
04bd33751612c0f680f07b47212cbe3f83615a60bba2f1c8fd20ba2fd9b94dad,2,95731,182674
9b1ab06c77a30d738ea1b07479311ade34469fe57821401cbd96058c5f2356f5,2,66493,79356
64395c24e9b238f5faf6027961b6f7b6192a3a5105794de1146f62bb13df023c,2,51491,68283
1afa2191066668cff592205b261ebb3a251e7210f2d1116a8fc2d40f8c52dea4,1,56239,56239
db270b0299ca37b514518671295f601dba1f2de91589aa1aa0da213ed3833b66,1,6702,6702
03beaa6101cab766598b3e6870cae9eacd0023f4b3bb4409bfc08610a3238f94,1,26151,26151
12befa7833534743759e2644fda1ab3933fd14baceeecfe5bb0b417fa30ae0b5,1,52,52
57f4a0115305d1f11952778c9312e450e0acce25ed97f7ce04d3ea3fff7b099f,5,184618,398054
608466d0727d0a9e3facee6e2ce15a78b6dd84d2aa799eb8faa14958094c7320,1,84186,84186
7cddafd1abbc3fc8796f2dee5b1a6bcd1458bac06c260e98034f76d2cdf12564,4,76906,225969
c8377a9a23468d6832af901d243d862ff6694c365853044ace568cd35dd08b30,1,254168,166769
92d0fde778e99ce58a9699df1c20b5caa3c4db3e5531d23994e790f9f2be34a9,2,66015,120743
74fc68897b12fe143644fbe059ba7262e45af3e8076d85c39566c49af53c067e,1,63134,63134
440c175fad950dfec80663b8503560c8925d08651efef412027209335b4b7528,2,31960,48791
327944ff746c73a64343a5130b2814e61f74d00fdf1040b9a1144344f5d7d963,1,78525,78525
56b170e6f2ff6a9d06f076fcc500aa3c6f53102fbfb0567ed1f773f5f12a87ea,3,41302,59032
7f8f5f7d7295fc53e0951c25c44711c49cec4314e22d9c45c2b6aadc69b9d4f5,1,21134,21134
93bd4f35c837a7b626f28b117b436e798bf25dcfc880188225bda01d8ad92ba6,1,22894,22894
d2906f646e6cc52e0d2a31f83560ec05bd5310402f66dba840f2b34789e5c947,1,19992,19992
5bc8bf45a90153dc70392d594876fd02d03db39ab566e7dcb25c7aa224409586,2,34100,41350
b9a0a948ef121c2af9f9dcc81a6ba0d4526c22fdaac3808461864c9418d2a30f,1,3269,3269
3b8d2c9fd20734c114a2fb3a817290f6bcf25f591e0defa9bbac72cbe944de99,1,86238,86238
7f161cb7ead3cb7735cf2b25ebbfb8f136eb31716bfccbdf4354fdec165ebf25,3,94036,182387
d4b8a6c572361bf69294ae97146890dfc123fb9e8cb029cf30d54adb4f4e2c5d,2,86165,86193
c0ac0690c594a79b666bcd43d573f7766a204b9f845125b5946b14b2f780ff9e,1,6761,6761
4889de861f887edb8e8e34d774f9d5d0f92d8334a326ec0785b86d31963aaff3,1,34478,34478
66d8b5617f3970626ccd720582d2ccf6adf9521eaec1b748f56b804b0dd5df48,1,521683,521683
7ef05be44f0a40424efae1d52ab1405b42020e1e48e69a79fbf7598b6a80c84f,1,2770,2770
7afc43f0fd81ffdf88ee041347b0a4f08053a21a1271e5e3db5f3e371b434b46,3,1070837,1087837
ba61ca2774834993654e4a98abccd87c19dd1ae1fd827fd36d89b8043a6fe000,3,59791,104232
d260654251f694ed0be7f5b665be7575f4e3313465cb25991700bd1ec4858e4f,2,55739,60276
5df1bfa8b8b87742fff5b3d48abbbba9912a42a80c18dd94eeed241c0753af7d,1,18643,18643
ea05869a617bb6aeed58cfc63b204acf3918d40d5f7ab28d434483fe7dde3d61,1,68466,68466
c892c717ff5fc8b6a8f9db3aae0782e9fc890e90a7a42576b2c2a8a2fd733701,3,64897,120686
91ad36a78b0b4ab4b6d05281b5d6f6ff602708ac1734edc42e1d4523d2860357,1,63375,63375
8bb0717b3782a87a42843efe683fc512f041d60920213e5aba13306c224447d8,1,3371,3371
e7b89f9ceeb947a49b5999d1b12c3ab4f97400ef8e812a564c6454e3bb34d9b2,3,100784,184001.5
7434217497de5f5f769be22ec4300d5dc061782d665b2ade55e9f601f8ec87a8,1,58220,58220
8c1a5a92813f18287cfdbd911af7ba56a0d161332989982c950c37e8fd5658c8,3,16676,40244
cd74a6e49ab064eb798edee601852fc35f1b65ee9a9271aeb45eebe35eac5cad,3,78862,158746
96b2b449b8cc8293a7c7b5f37f7a68e422abd8433fbae810d38825cd4827088f,1,24165,12096
ca35e4f4619d184d3ea4dd5c7ec3bad5d2f9624dba6041379ebf62d0e652dd3b,1,10710,10710
8ffcdd6ff3687b2bb0cab0303b095d8b98f63d7ef97febec188f157435270934,1,691,691
350f907bae59bb99e8ab14371b822fbebc4b822b0f353b06b7927149da11bc75,2,57885,61847
ba84228f222794aaed1b865557d733075f599dfa4a79a2e1411baa138be2a8f3,2,47775,54861
15f9e5dbdb7449d679468c14823cad6c359772202b4aefb49b516019700fc723,2,8440,10524
badf8cf24e0aab0f041f914c41cfa89fb98889b7260dcdb13597bdb4db4f18ed,1,186791,105930.5
20fc35340e7c6ce30dba02ebdddbf4b09838fa8bcc126d9c8063550a0ed52946,1,52733,30460.5
9be9cffd588f1f852a840b26334b37fe80063275fb4aa3aa2bed7bf98ae22f2e,1,15469,15469
1ffa185caa77512e7f629cfd7daaf5edfa1413bee1275d191d470316373d4598,2,75798,126779
e50ed0f874171252fc728edd182ca226d5aa7c216e0eafb46912368e54c34add,2,86866,100206
f1c7dd432b597696163edb0b0b8c3ddefe65c74d60ed5f33f125996d707a1d1e,1,380,380
