accnumber_hash,extragb_gb_tot_avg,extragb_event_count_avg,extragb_cost_tot_avg,extragb_gb_tot_cv,extragb_cost_tot_cv
008e96528042839d0b34ccb718d190e9a617fc47551d80c25080f0226fb4cd9b,26.66666667,1.666666667,2066.666667,0.433012702,0.394090056
008f45ef8df75a04ca583718143ced73b8461fc313d3f2b01235040f97d1b886,2,2,200,2.089578802,1.774657226
009071f478eb8fae294b8ed07bb616f621a73159994614b811673b5563ffa5dc,10,1,850,0,0
00914e1cfc5022024397236f944d0bf020046eb45e6871ab5954a9922f222a67,1,1,100,4.179157603,3.549314453
0092686e20c2a792bd7884f82812de515ac58ec8fc0ed10ec4c46b341aaee1ff,12.5,1.5,1062.5,0.282842712,0.282842712
0094450a3f77d90efe31c3f5aeec77e45a1383eb65a1927103c15b9c5492de9d,10,1,783.3333333,0.866025404,0.792321114
0094eaeb34610182866196c54d47e9e2066d7686260307c0296828a31d09d96c,17.4,3.8,1530,0.518198348,0.498218665
0098187c9d4a3fffcbc5a10d2d2b164a95366875545981ba5e077fea676293b5,3,1,262.5,0.942809042,0.875465539
009841b91f100725a29ca4a763b5d65f5abe9b9448bfdc4601668a6b66faf47f,2,1.5,200,0.707106781,0.707106781
009a7f6da896f3b5dfdc1d8d2721efb9add36b986e491f19c0b7acec96340b2c,4,2,400,0.707106781,0.707106781
009db0a62cbc9b0bf8ef5515a635b04d5c1e9fe6af0b62b7a379b2b7fb7e4244,4.25,2,406.25,0.6758309,0.696907794
009e849e2eef7c64fa1efa81f2bc93f7e725a843a5d048cea4bc6998c4e1d34e,3,1.5,300,0.471404521,0.471404521
009f1bc8ee19ae22a0d6454e4a0ddd80b78088a26c8f51e2bf205c83e960fee9,5.5,1.5,475,0.128564869,0.148864586
00a110e788f97dab59e2a2091d94d5ea220a7e5e60341c86e7cf2798edd96ead,3.666666667,1.666666667,341.6666667,0.833195581,0.775517712
00a1581401add07f921d66e3a6bd7fb78eca116eb2bdbfc25993aa7c09f841f3,4.75,1.75,437.5,0.756626619,0.65569198
00a57d7a7152c7f26892876e5570382f8c5a97c07e2788a4fe703bdc2c8ae3a3,5,2,500,0.835831521,0.709862891
00a8413511aa71845af9f31157e202f043428cec39a911f8da456042acfa2528,3,1,300,1.393052534,1.183104818
00a9ce8e9f59bb835927563e1cfe883a41bff203009c3fcc3e86e1d9e782fa78,17,2.5,1406.25,0.722037358,0.69033578
00ab6834ab9418645e0d71c553acc57f882618bae4ff111aa832ad326ac8ec01,15,3,1275,0.278610507,0.278377604
00ab7e1ddd1f58bbef6400d78ec5f0c06d97c2771c605301d694a9591cb2e250,7.5,1.5,637.5,0.471404521,0.471404521
00af4a5e60ec7c1b39c6614f0653f0e7feb575649eef269795a18fd63046104d,2,1.333333333,200,0.5,0.5
00afa06e82c64cb088d0972ca594c635a619f78d49a90507b4418f0c93d6c59d,2,2,200,0.866025404,0.866025404
00b1374e7a8962248d98506ed6db7905bd5b31eb97c6a1b755b1caa66ff816be,5,2.666666667,500,0.346410162,0.346410162
00b211895f334b2d6cd1b25a2e3c32cf23191c93df956e784de3cf8807104480,25,1,1875,0.167166304,0.189296771
00b2cd2b072827cd333f9049e0a6754612c50c434918ca970ad33b976b93ed24,2,1,200,0.707106781,0.707106781
00b4759c654c748b2c40e1b66be0c59430da4c5697be69e610d7d00ac7819a85,2,2,200,2.089578802,1.774657226
00b4fd994469001e840b1f01a76091763b3680b9aecaafea4717ecf10e23db1f,4.5,1.5,412.5,0.15713484,0.042854956
00b5c9cdf3817362e492b2aa2eb89760fd5e89a02afea2982faf525e078384f3,2,1.333333333,200,0.5,0.5
00bb6f7da3acb541b658822377fc26f139777055a9b6a0f42f7836e81c7e4faf,3,1.5,300,0.471404521,0.471404521
00be0d56181f01ced4dd84fc501dabf7112120ebac03fbc458cc9ae9f7bc7d4b,23,3.75,1966.25,0.546513265,0.543506837
00c5fdddd3a267e6dd44d0e2019aad9a1e201e54a38223f77c5203fa34e27eef,1.5,1.5,150,0.471404521,0.471404521
00c7f4def1458a2e4a7d70c536cc0202c39737ebff6b59139bda24cdcf41a82d,3,1,262.5,0.942809042,0.875465539
00c9339382bbd5b4c1ed0c30b6afda9d173fa8d337b2184f301053a01eef0339,1,1,100,4.179157603,3.549314453
00c9d0a8d5cb8c5a3a3748cbcd81756096d8040a582831ffe08d95aea4a31cba,4.25,1.75,406.25,0.702606779,0.725310244
00ca0afcf8ac8cd08d5a41ad1d57d5077edff09c355f96f17a55c346489e6af9,5.5,1.5,475,0.603022689,0.571725289
00ca2a5fd308e53ea43a2d2272063b5c0756e0256531205cd2f81a4397452b5f,53,3.5,4012.5,0.346882572,0.356857628
00cb4c3ef2423d32c203f8b2309ff64965c02c295132e820945a43c19bde6c64,4.333333333,4.333333333,433.3333333,0.705011645,0.705011645
00cc742b41cce48b681dbc9fbddb7fc7be5b970c3a2a0159872271efeffd208a,4.6,3.4,460,0.500472367,0.500472367
00cce12213315d3ba724f5ce85ff1a63829b6230e622dcaae4d563c1ff482a66,2,1,200,2.089578802,1.774657226
00cd7d4b339dcff6006a10f4274e7a5bdaa6d9ea53287a66edb04a09ab8fd104,6,2,525,0.696526267,0.676059896
00cec27fb28f539f55466d6cd551ad4efa78f76423c02c367fc1d5c95ddd7128,5,1.333333333,445,0.6,0.574354064
00cf2579b343b0f2a7c131bf0801c292df34cd81d69b7a4bf40cbea9a316f2e5,3.5,1,312.5,0.606091527,0.509116882
00d0093babb285f96ce0460573de2c5430ceca44f10c87c43f9d3022a81e94ee,8,2,687.5,0.353553391,0.33426866
00d02bb96e94adada5ac16dcd6fe3dc25df2a04b5a37a3256444adcb46e18d1a,7,3,625,1.030157507,1.037689742
00d05280baefb30a2d383f93ce95172d11d9c068eb25b2840170cad669f1f9c4,2.25,1,206.25,0.841319755,0.743093905
00d09d91255567d775e056949389e133d20ab7f91d2b5faadce88cbd6b0a2b17,12.33333333,1.666666667,1053.333333,1.026671347,1.015438233
00d0af4d5c53d29d848e188ffa834679eea68887d4d36c6f4784d03e2defd44e,1,1,100,0,0
00d10a1bc424f4b493b29348e15c0966d72c1b9f73d1edbb488199fa4941681f,2,1,200,2.089578802,1.774657226
00d132043c86369bbead9d53ff5f1ee67289d3064e6637ea31ee4238827fe226,8.25,2,708.75,0.743093905,0.721013309
00d1ca8dfcccbac6426b5dfd9924c684ad8073239592fa12e0016845209d8598,3,1,262.5,0.942809042,0.875465539
00d822c31a52f8a2166bb40e09476dc2e1e78e87971a40f01ab78e67f2072c3c,9,4,825,0.464350845,0.430219934
00d88723ffae74a9a13c8cedeb9ab0f1599a3cb7eaaa36e686d303012c5b6d85,6,2,525,0.696526267,0.676059896
00d91998207c11f2d14427b49e23e09a31ea8413e8d7413ec12b3281a3f110dd,2,1,200,2.089578802,1.774657226
00d9648db0eba99aea486984997a7459e7e0e4635ab6c4319198365d1fc942f1,9.75,2.75,918.75,0.639827941,0.606574904
00da863ab601bff51e533e7da14149adb68dcf95f820f8a7bd07f0e8da9157f8,8.25,3,768.75,0.527191449,0.508937029
00dcad9e67f3a439a3520de5e3afea664cf90fb4f30712d154afe078a545fb8f,5,5,500,0.835831521,0.709862891
00dcd96babc0f1cd25460f6b349714a638057fa6e882b594e1a9c5ae17eaaf8e,4.666666667,1,416.6666667,1.012674777,0.932094416
00dd500a72a6dfcfb5763254ede8d398925d3acd28f5086bcbfd1c8cb05bdb51,3,1,300,1.393052534,1.183104818
00df567ff5e96d12f82bce14f839cce40376434d96351587197a2e43c58473ae,5,1,425,0.835831521,0.835132812
00df5699d5d10a9d20405540de018d571b3744d9bfd7e506b2080a1b0d17ca1f,5,1,425,0.835831521,0.835132812
00e71422ad38a4f9983cbdefbe010e93d37c1baff0eb2b8efccb645f26c57400,2,1,200,2.089578802,1.774657226
00e86fc49d4eebf37a0a41e14d31fe2758f0e5aba049192d34ac1ff0ceea1fcb,1,1,100,4.179157603,3.549314453
00e9c93442596b486ba6e5ccd8981f76c169cfb8aabd47504bf8d2cde19a6df7,10,2,850,0.707106781,0.707106781
00ec17566aa8d9d7927583d8fa006422dd030fe6c7004e86bd6f8c4c4bcefd51,2,2,200,0.707106781,0.707106781
00ec67f42a188cbfe5ac5c836d5d13db81749a5101a5a0553df3e5d81f0d55ef,5.333333333,1.333333333,458.3333333,0.845484329,0.82060248
00ede68c777fb8e46b2ffd620bbc6c4426f78743194f8534b982a484cdfdef9e,24.2,13.4,2390,0.596960862,0.620320228
00eebd109a68601a54eed9b62ee679a0e7244acf43342ee99021e1b51e751e90,2.5,1.5,250,0.848528137,0.848528137
00f14e0783672ef17f5e05d18f40b6498c1a0648708026967bfe7cf76a9697a2,6,2,525,0.696526267,0.676059896
00f6a54b9dc571befd01f98de1763afd1c1a3f796778ab8fba32eb11cc149e5f,1.5,1.5,150,0.471404521,0.471404521
00f7b0e5c429d6ff6375bf487c566e17dcd11d7b3f482b0edcfb22e97795fff2,5,1,425,0.835831521,0.835132812
00f8f917c746559d2dfd72fa12edb74307907a286e4df7d3556d478baf76c01f,4.333333333,1,378.3333333,0.480384461,0.423389043
00f9ebc24a8ff3c199c7e648cbb35b0072dc16d607fd671b2b10a0d241f250d1,15,1,1275,0.278610507,0.278377604
00fa8959e6d12389cfee877afdfe649c1294f8216a87dab260cb1b5002ef76a0,6,1,510,0.23570226,0.23570226
00fc924f207bf0521b56b4e8d081bda966de24bedc823499deb7c79ca16a2c48,1.666666667,1.666666667,166.6666667,0.346410162,0.346410162
00fcd0c1e523fa331f8897a2396c433cfe139dcddb348bfc2ea80a3a0e833b02,14.6,3,1259,0.34109314,0.342698042
00fcf670c554cd2b3e46f9215f04a0be54e9a4983463c6872f3dfb66e74a258e,20,2,1700,0.20895788,0.208783203
00fd36c5eabc77548cc8a2b3568c0ad8ac940796f1601b48b62ea783c5732020,4.5,4.25,450,0.898100419,0.898100419
00fd99c3e3a78acbfba8e7db177843248295974f6e16539fc44a420303dac575,4.666666667,1,411.6666667,0.327326835,0.256598411
010026247f3a32f404668fa73c0f33f01023438e47f5739a7ee7e584c3ed7197,3,1,262.5,0.942809042,0.875465539
01003e410da1f83c5fdac185e54e9f65d4d23ead720d37e127c076f1bcb449f2,3.666666667,3.666666667,366.6666667,0.567727091,0.567727091
0103010c37131c20df7dc0fbbeb7f556f7ea140e8aa341298fa7b42c6d6c7a5c,3,1,262.5,0.942809042,0.875465539
0104639af631c11c26eedd899cdf82fb379e4c6356d818fa4f14ddfc7fcaa3b8,3.5,2,350,0.606091527,0.606091527
0109ae208aa69be92a21e907a1f3cbf367c34c8c6a5232a41faf39f0535ebb6b,1,1,100,4.179157603,3.549314453
0109b0c7cfbd5a9aca2eb4e7eb41c53a8687046acd9293977f901637cfec96c3,23,3,2000,0.181702504,0.177465723
010a9fa52e195357bf5e595c8fc441f857322b40572b977a489cfa5f626f00aa,30,3,2550,0.881917104,0.881917104
010b7b56e126fc1356de3e7828e4b2e2fa41fe446665bd4bdd09586cbb5d1bf5,12.66666667,1,1010,0.507560566,0.428496733
010b839a63f7846d00ca337434b4dc6991f34bd9bf3b05f75eaef715884f7e0f,1,1,100,4.179157603,3.549314453
010b90a22286ef453f5f2cd808f22ee6f76c874e75b5ecba5a560af78e9145c2,3,1.75,281.25,0.471404521,0.3797335
010e8d4a08c8ad6b90ed787dc3f47d5fcefcce37f938d0b21787c7f5916db4b7,1,1,100,4.179157603,3.549314453
010f6cdbee3c3e4968afaabdd1a0da62120f59837dc05431bd6bf0ec2fafe672,3,3,300,1.393052534,1.183104818
0110620fbab78c48827d741ce16c28838d610a1e100fa9472e767ce1237be62b,5,1,425,0.835831521,0.835132812
011140c9d6923141ab9d6c9876ac32f2e72386bd43adfc77fd59244542844e5f,35,1,2625,0.119404503,0.135211979
0111c13b35739d5a71c45a4be3df2066bc5599dbfa57af542935595f43035ffe,10,2,850,0.40824829,0.40824829
0111c3303f29403d9ff0731b25e6177faa02ec541ba7a9fa2ba7dac129d6e9e8,5.4,1.4,465,0.165634665,0.192349934
01124af6400cbc93b471a904c43f0a6526de33eac0792984e55331cb19d721dc,6,1,510,0.696526267,0.69594401
01149aab5f6423a54a3b4c1e4883567fe9b6067eaee78fb35cd2c3fac92af153,3.5,3,350,0.202030509,0.202030509
01151d70cb2ac1f30194ed0c6c653ac2f349bd066de4e87067f5e51834406e7f,3,1,300,1.393052534,1.183104818
011624bd9ca17e87fe6972c88593ede60f5d82cc7e9e390294a8ef88139a0b80,10.66666667,2.333333333,916.6666667,0.920151992,0.92900907
01169a93f5b2a5d0795cc6eff9ddb78632b999dfbcad23ec538a00491beb3437,1,1,100,0,0
0118712e4f481484468ba26eaeaab28a828a6e01d6f3b33679f2056a5e2578a3,5,1,425,0.835831521,0.835132812
01188b41166647b73067a48f267e668c480532d5b08d8be7b215bf094a6857fb,7.5,1.5,637.5,0.666666667,0.666666667
011b0e6c9ed8f2cf672609429b3f48edfc277b2c79386c0c9b48b0e99b98762d,20,1,1500,0,0
011bcab37ddbdded2d26c3dc0ad9b34b65fab676f41a62076ff419f7019c428e,3,1.666666667,300,0.577350269,0.577350269
011c9936eceb823f723c9fc68c96bc7514fa97c77b784ae921f52db927636fe0,5,1,425,0.835831521,0.835132812
011d6ba209a5a928d11c0badfb1aedac8c21437d1e56084784836523d5cf6776,5,1.5,462.5,0.565685425,0.496885846
012256e8f720f4896792b2abb38a4718d9e2f875e0be524b3f7522b020fd2e6b,6,2,525,0,0
01241fd20dcb37348a3e548144911044e96b7906d6334f5b7865b4555e0d96ae,1,1,100,4.179157603,3.549314453
0124602019ff6e374b4ee49dddbe3cfc784e4f2fe5e65d6c003661699f0d0f2f,8.5,2,737.5,1.08145743,1.03069802
012736904ba73fa1ea4738af5824f5b0df125d3265e136e758798ac0d622e436,5.666666667,4.333333333,566.6666667,1.003454242,1.003454242
013202b7f9ac7f7e47ba756c5311efcfd66e47b909a0b95e8d84b4bf1b750686,9.6,3.2,840,0.544264603,0.544569667
0132858542c45448006e63c5a35adc4a5e0c66d6897f1503e9e96b4157ec8556,5,4,500,0.835831521,0.709862891
013593ada339158a3c9e7393c8d79b9028b87aefca6dcf779cfea79888af7ace,3.75,1,337.5,0.4,0.322881403
013784afba64606f62df45a554fbbad9c8a8cf0dad6c31df7c593132156f8baf,1,1,100,0,0
013a6311b18ef4f9f0f592fcfcfe5502872e1841a3725cbeb0c48ca352053a43,5,5,500,0.835831521,0.709862891
013c6a64177069ca9a03fe182b536bde35e0202f12504ae3e63ece9579ed5b64,4,3,400,0.75,0.75
013ebc7ef350af94634c00dd3a0485a203f6a87ab5144c5462f18fce5c50ec41,3.666666667,1.333333333,341.6666667,0.41659779,0.360942648
0140f74bdeea25504ed29839136d79a39251353789fe0cb56f642b7fc1d97d9c,6.75,2.75,600,0.45862162,0.423554186
01415d86b7823d10827dae23c73845f6c29bb4bfee3d687d60d030a42af0bec9,6.666666667,1.333333333,566.6666667,0.433012702,0.433012702
0142af60f9c08d129142e02d3db8394a07b801604ef084da5adf9ade62382cec,5,1,425,0.835831521,0.835132812
01493aba874f1524e73d40e36fd3796cc789a67eee753c3f850594bdf7691961,1,1,100,4.179157603,3.549314453
0149e52b35a6b05151efd43907606f0720affcbbaff162aeef6939878d7a6c39,5,1,425,0,0
014b39a3faa5340c4d6f666846a2d1e79b62d620331b6d7c333d7649404dc4ba,5,1,425,0.835831521,0.835132812
014b9785a696e59802f40ddebf92db7a71b7772d07bc0bc7d78a40722a64c40e,7.5,1.5,637.5,0.471404521,0.471404521
014cbc0ed63c4e9cdeb6c1734204e5f152f7d648783ba286884baefb3e3833ab,5,1,425,0,0
014cdcd70155c044231875fe170cc062efbb7dc619cc788140d10cfd9e8cc243,2.5,2.5,250,0.282842712,0.282842712
014ce701fb1ee5c5a8bed33d59f0a2be1e211d90b2db60ae80264203599126aa,6,1,510,0.696526267,0.69594401
014deff6eee5a546f2a5009daa779510433946f117de1050431934e20272c65b,13,3,1150,0.321473662,0.308636039
014e171f968d3f0241d441ddd27916c175ebe7485b5565bf5420d89bc675d0b6,17,4,1475,0.915079364,0.910849413
01502949ca4c5300f4746774cf75ecbac3bfbe96d24f5eb29a0ca847f053e8b5,1.333333333,1.333333333,133.3333333,0.433012702,0.433012702
0150daf230a91af1123e4fadf5b8c14067368bf85749b589b646b28844727501,3,1.25,281.25,0.544331054,0.477993061
015126bd5796ba5d52f2641e1272335641736fc8b2956a01363952b4d7ec779f,16,3.5,1375,0.088388348,0.102851895
015216fa17a46490f2d98f7fb5f395198e363ecc35e912fb9e3848aa3c017b6f,10,1,850,0.41791576,0.417566406
0152ff950a1edea1dcb056c90936c00947f916d5be095b195e3cd394eda98077,28,2.5,2280,0.644838217,0.622953714
015545263b7a838e3cce2dbfbb7f3b1b997b7807166a3d366e0731e467f8b1db,15.6,5,1365,1.145446635,1.110032148
015f08f346f78828e3cd56f86b42a733f9ca4c51569c84e02a0a269221eeb9ec,3,2,300,1.393052534,1.183104818
015feef1d77ecd11cc9358d0a049a06b2dbabd1766fc6fcbd1bfaa9bad6c6c78,5,1,425,0.835831521,0.835132812
0161162098cefdf28705b209a3a663cce6eff713c0efad59a2ea2846828333ab,4.6,2.8,460,0.697687241,0.697687241
0162ce46eab6931f937741c27659c39b16060c4a61e09607a62ef40317e515e0,30,3,2550,0.139305253,0.139188802
0166c81ef590640bd93342e26075be7ef6b1a8d332919da81bceaad315e3cde6,1.5,1.5,150,0.471404521,0.471404521
016929483c9b38962fb888b98e29b1d2d0aca0e54591ce4404fc8ad1d8c9fd10,1,1,100,4.179157603,3.549314453
0169ee523cb8457d065fd052f0d3d658379f12159cd7337dc4a50fdd319a481d,1,1,100,0,0
016a49fa15db47cdc7372d4f702850ff106847624112532ff61b776215377780,8.5,2,737.5,0.249567099,0.215727493
016a5936035ed1f1b7f104491a81ddf91c7bea46fafd10b3d5baedb9ffb46426,7,3.5,700,0.494871659,0.494871659
016b315e51af8435b5980db12ac6545ee037d99da8abcb060b8894e6bfa4bfc5,5,1,425,0.835831521,0.835132812
016f338da657aecf1902aa539fd925c5f057249768bb03a7f8e23e52292b3a5d,3,3,300,1.393052534,1.183104818
